"Provider_Number","Location","County","Address","City","State","Zip","MailingAddress","MailingCity","MailingState","MailingZip","Email","Phone","LicenseCapacity","Operation_Months","Operation_Days","Hours_Open","Hours_Close","Infant_0_To_12mos","Toddler_13mos_To_2yrs","Preschool_3yrs_To_4yrs","Pre_K_Served","School_Age_5yrs_Plus","Ages_Other_Than_Pre_K_Served","CAPS_Enrolled","Has_Evening_Care","Has_Drop_In_Care","Has_School_Age_Summer_Care","Has_Transport_ToFrom_School","Has_Transport_ToFrom_Home","Has_Cacfp","Accreditation_Status","Program_Type","Provider_Type","Exemption_Category","Available_PreK_Slots","Funded_PreK_Slots","QR_Participant","QR_Rated","QR_Rating","Region","IsTemporarilyClosed","TemporaryClosure_StartDate","TemporaryClosure_EndDate","CurrentProgramStatus"
"LSS-1246","Dade Elementary School","Dade","306 Wolverine Drive","Trenton","GA","30752","306 Wolverine Drive","Trenton","GA","30752","melissavaltierra@dadecs.org","(706) 657-8253","0","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","3:00 PM","False","False","False","True","False","False","False","False","False","False","True","True","False","SACS|GAC","Local School System","LSS","","80","80","False","False","","NW","False","","","Open"
"EX-42860","Dae Han Martial Arts","Cobb","1755 Dennis Kemp Lane","Kennesaw","GA","30152","1755 Dennis Kemp Lane","Kennesaw","GA","30152","info@daehan.us","(770) 919-1112","","JUN,JUL,AUG","MO,TU,WE,TH,FR","8:00 AM","6:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","CW","False","","","Open"
"CCLC-39118","Dahjia's Learning Academy and Daycare","Fulton","2471 Fairburn Road","Atlanta","GA","30331","2471 Fairburn Road","Atlanta","GA","30331","dahjiaslearning.academy@yahoo.com","(470) 240-4554","126","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","5:30 AM","6:00 PM","True","True","True","False","True","True","True","False","True","True","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","2","NW","False","","","Open"
"CCLC-46551","Dahlonega Country Day Academy","Lumpkin","619 Buckhorn Tavern Road","Dahlonega","GA","30533","619 Buckhorn Tavern Rd.","Dahlonega","GA","30533","dcd8676290@windstream.net","(706) 867-6290","155","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","True","True","True","True","True","True","True","False","False","False","True","False","True","","Child Care Learning Center","CCLC","","4","60","True","True","3","NE","False","","","Open"
"EX-53803","Dahlonega Country Day Academy","Lumpkin","4 Happy Hollow Rd","Dahlonega","GA","30533","619 Buckhorn Tavern Road","Dahlonega","GA","30533","dcd8676290@windstream.net","(706) 867-6290","","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,OtherSchoolBreak","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","False","False","False","False","False","False","False","False","False","False","True","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","NE","False","","","Open"
"CCLC-53118","Dahlonega Country Day Academy at Blackburn Elementary School","Lumpkin","45 Blackburn Road","Dawsonville","GA","30534","619 Buckhorn Tavern Road","Dahlonega","GA","30533","dcd8676290@windstream.net","(706) 864-8180","90","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:30 PM","6:00 PM","False","False","False","False","True","True","False","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","False","False","","NE","False","","","Open"
"CCLC-63717","Dahlonega Country Day Academy At Cottrell","Lumpkin","220 Pinetree Way","Dahlonega","GA","30533","619 Buckhorn Tavern Road","Dahlonega","GA","30533","dcd8676290@windstream.net","(706) 867-6290","125","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:30 PM","6:00 PM","False","False","False","False","True","True","False","False","True","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","False","False","","NE","False","","","Open"
"CCLC-53117","Dahlonega Country Day Academy at Long Branch Elementary School","Lumpkin","4518 Hwy 52 E","Dahlonega","GA","30533","619 Buckhorn Tavern Road","Dahlonega","GA","30533","dcd8676290@windstream.net","(706) 867-6290","40","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:30 PM","6:00 PM","False","False","False","False","True","True","False","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","False","False","","NE","False","","","Open"
"FR-36849","Dailey-Hazel, Ione W","Fulton","462 Pecan Wood Circle","Fairburn","GA","30213","462 pecan wood circle","Fairburn","GA","30213","hazel_ione@yahoo.com","(404) 421-1983","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","5:00 PM","False","True","True","False","False","True","True","False","True","False","False","False","True","","Family Child Care Learning Home","FCCLH","","N/A","","True","True","3","NW","False","","","Open"
"FR-34763","Dailey, Jennifer H","Jasper","759 Blanche St.","Monticello","GA","31064","759 Blanche St.","Monticello","GA","31064","jdailey759@gmail.com","(706) 318-0266","6","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","5:00 PM","True","True","True","False","True","True","False","False","False","False","False","False","True","","Family Child Care Learning Home","FCCLH","","N/A","","False","False","","CE","False","","","Open"
"FR-0000820028","Dailey, Nancy B.","Jenkins","3388 RECREATION DRIVE","Millen","GA","30442","3388 RECREATION DRIVE","MILLEN","GA","30442","DAILEYN@BELLSOUTH.NET","(478) 982-1173","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","5:30 PM","True","True","True","False","True","True","False","False","True","False","False","False","True","","Family Child Care Learning Home","FCCLH","","N/A","","False","False","","CE","False","","","Open"
"CCLC-65885","Daily Blessings Academy","Muscogee","1913 South Lumpkin Road","Columbus","GA","31903","1913 South Lumpkin Road","Columbus","GA","31903","ldgreen70@yahoo.com","(706) 464-4302","95","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","True","True","True","False","True","True","True","False","False","False","True","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","2","SW","False","","","Open"
"EX-48967","Dalton Public Schools - Blue Ridge After School Program","Whitfield","100 South Bogle Street","Dalton","GA","30721","100 South Bogle Street","Dalton","GA","30721","holly.williams@dalton.k12.ga.us","(706) 260-2700","","JAN,FEB,MAR,APR,MAY,JUN,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","3:30 PM","6:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Government","N/A","","False","False","","NE","False","","","Open"
"EX-48630","Dalton Public Schools - Brookwood Elementary After School Program","Whitfield","501 Central Avenue","Dalton","GA","30720","501 Central Avenue","Dalton","GA","30720","steven.holmes@dalton.k12.ga.us","(706) 278-9202","","JAN,FEB,MAR,APR,MAY,JUN,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","3:30 PM","6:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Government","N/A","","False","False","","NE","False","","","Open"
"EX-47283","Dalton Public Schools - City Park Elementary Afterschool Program","Whitfield","405 School Street","Dalton","GA","30720","405 School Street","Dalton","GA","30720","april.hulgan@dalton.k12.ga.us","(706) 278-8859","","JAN,FEB,MAR,APR,MAY,JUN,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","3:30 PM","6:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Government","N/A","","False","False","","NE","False","","","Open"
"EX-48878","Dalton Public Schools - Park Creek After School Program","Whitfield","1500 Hale Bowen Drive","Dalton","GA","30721","1500 Hale Bowen Drive","Dalton","GA","30721","douglas.kimbell@dalton.k12.ga.us","(706) 428-7700","","JAN,FEB,MAR,APR,MAY,JUN,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","3:30 PM","6:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Government","N/A","","False","False","","NE","False","","","Open"
"EX-48628","Dalton Public Schools - Westwood After School Program","Whitfield","708 Trammell Street","Dalton","GA","30720","708 Trammell Street","Dalton","GA","30720","susan.jaconetti@dalton.k12.ga.us","(706) 278-2809","","JAN,FEB,MAR,APR,MAY,JUN,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","3:30 PM","6:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Government","N/A","","False","False","","NE","False","","","Open"
"EX-47347","Dalton State College","Whitfield","650 College Drive","Dalton","GA","30720","650 College Drive","Dalton","GA","30720","mmasters@daltonstate.edu","(706) 272-4465","","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,OtherSchoolBreak","MO,TU,WE,TH,FR,SA,SU","8:00 AM","6:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Government","N/A","","False","False","","NE","False","","","Open"
"EX-49113","Dalton State College - Nature Exploration Camp","Whitfield","Lakeshore Park - 28 Cedar Street","Dalton","GA","30720","650 College Drive","Dalton","GA","30720","prtate@daltonstate.edu","(706) 272-4436","","JUL","MO,TU,WE,TH,FR","2:00 PM","4:30 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Government","N/A","","False","False","","NE","False","","","Open"
"EX-54550","Dalton's Best After School ","Whitfield","1132 E Walnut Ave.","Dalton","GA","30721","1132 E Walnut Ave.","Dalton","GA","30721","support@daltonsbestafterschool.com","(423) 308-9978","","JUN,JUL,AUG,OtherSchoolBreak","MO,TU,WE,TH,FR","8:30 AM","6:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","NE","False","","","Open"
"EX-44048","Dames Ferry Elementary School After School Program","Jones","545 Highway 18 West","Gray","GA","31032","545 Ga Highway 18 W","Gray","GA","31032","wcavender@jones.k12.ga.us","(478) 986-2023","","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","3:00 PM","5:45 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Government","N/A","","False","False","","SE","False","","","Open"
"EX-50626","Dance and Music Academy of Woodstock","Cherokee","6238 Old Highway 5, Suite C3/B6","Woodstock","GA","30188","6238 Old Highway 5, Suite C3","Woodstock","GA","30188","info@woodstockdance.com","(770) 924-1661","","JUN,JUL,AUG","MO,TU,WE,TH,FR","9:00 AM","5:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","NW","False","","","Open"
"EX-47185","Dance Theatre Summer Dance Camp","Fulton","4920 Roswell Road, Suite 17","Sandy Springs","GA","30342","3988 Harmony Walk Way","Smyrna","GA","30082","dancetheatress@gmail.com","(678) 705-8421","","JUN,JUL,AUG","MO,TU,WE,TH,FR","8:30 AM","6:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","NW","False","","","Open"
"FR-65993","Daniels , Ellana Shelley","DeKalb","3155 Gay Dr","Decatur","GA","30032","3155 Gay Dr","Decatur","GA","30032","Shelleymcneil@yahoo.com","(404) 903-5085","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR,SA","6:00 AM","6:00 PM","True","True","True","False","False","True","True","False","True","False","False","False","False","","Family Child Care Learning Home","FCCLH","","N/A","","True","True","2","CE","False","","","Open"
"FR-63298","Daniels, Khori K","Houston","103 Benjamin Ave","Warner Robins","GA","31098","103 Benjamin Ave","Warner Robins","GA","31098","khorid64@gmail.com","(478) 360-3181","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","SU,MO,TU,WE,TH,FR,SA","6:00 AM","6:00 PM","False","False","True","False","True","True","True","False","False","False","False","False","False","","Family Child Care Learning Home","FCCLH","","N/A","","True","True","2","SW","False","","","Open"
"FR-50016","Daniels, Mary K","Gwinnett","6482 Klinect Court, Apt A","Norcross","GA","30092","6482 Klinect Court, Apt A","Norcross","GA","30092","maryskids2008@gmail.com","(470) 334-1790","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR,SA,SU","6:00 AM","7:00 PM","True","True","True","False","True","True","False","False","True","False","False","False","True","","Family Child Care Learning Home","FCCLH","","N/A","","False","False","","NE","False","","","Open"
"FR-000010616","Daniels, Shirley R.","Clayton","1936 WOODVIEW COURT","Jonesboro","GA","30236","1936 WOODVIEW COURT","JONESBORO","GA","30236","exclusivephc@yahoo.com","(404) 786-8701","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","6:30 PM","False","True","True","False","True","True","True","False","True","False","False","False","True","","Family Child Care Learning Home","FCCLH","","N/A","","True","True","2","CW","False","","","Open"
"CCLC-3193","Dar-Un-Noor School","Fulton","434 14th Street","Atlanta","GA","30318","434 14TH STREET NW","","GA","30318","nbah@darunnoor.org","(404) 876-5051","50","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","3:30 PM","False","False","True","False","True","True","True","False","False","False","False","False","False","GAC|GAC","Child Care Learning Center","CCLC","","N/A","","True","True","1","NW","False","","","Open"
"FR-26754","Darien, Shauna D","Candler","2492 Gibson Road","Cobbtown","GA","30420","2492 Gibson Road","Cobbtown","GA","30420","SDARIEN2@HOTMAIL.COM","(912) 687-6564","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","6:30 PM","False","False","True","False","True","True","False","False","True","False","False","False","True","","Family Child Care Learning Home","FCCLH","","N/A","","False","False","","SE","False","","","Open"
"EX-42851","Darlington School","Floyd","1014 Cave Spring Road","Rome","GA","30161","1014 Cave Spring Road","Rome","GA","30161","bpollard@darlingtonschool.org","(706) 368-5251","","JUN,JUL,AUG","MO,TU,WE,TH,FR","8:00 AM","5:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","NW","False","","","Open"
"FR-000006468","Darnell, Rosa P.","Clayton","7843 RUNNYMEDE DRIVE","Jonesboro","GA","30236","7843 RUNNYMEDE DRIVE","JONESBORO","GA","30236","RDARNEL@BELLSOUTH.NET","(678) 362-7816","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:30 PM","True","True","True","False","True","True","True","False","True","False","False","False","True","","Family Child Care Learning Home","FCCLH","","N/A","","True","True","2","CW","False","","","Open"
"FR-000014935","Datcher, Ophelia R","DeKalb","1348 Panola Road","Stone Mountain","GA","30088","1348 Panola Road","Stone Mountain","GA","30088","OPHELIABENTON@GMAIL.COM","(770) 861-9954","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","6:00 PM","True","True","True","False","True","True","True","False","True","True","False","False","True","","Family Child Care Learning Home","FCCLH","","N/A","","True","True","2","CE","False","","","Open"
"LSS-26214","Daughtry Elementary School","Butts","150 Shiloh Rd.","Jackson","GA","30233","150 Shiloh Rd.","Jackson","GA","30233","bobbittm@bcssk12.org","(770) 504-2356","0","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","3:00 PM","False","False","False","True","False","False","False","False","False","False","True","True","False","SACS|GAC","Local School System","LSS","","0","40","False","False","","CE","False","","","Open"
"EX-44581","Daughtry Elementary School After School Program","Butts","150 Shiloh Road","Jackson","GA","30233","150 Shiloh Road","Jackson","GA","30233","kelly.vanwycksmith@bcssk12.org","(770) 504-2356","","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","3:35 PM","6:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Government","N/A","","False","False","","CE","False","","","Open"
"FR-36042","Daughtry, Kenyatta N","Emanuel","4 Wendy Lane","Swainsboro","GA","30401","4 Wendy Lane","Swainsboro","GA","30401","Kenyatta.Daughtry@yahoo.com","(478) 299-2646","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","4:30 PM","False","True","True","False","True","True","True","False","True","True","False","False","True","","Family Child Care Learning Home","FCCLH","","N/A","","True","True","3","SE","False","","","Open"
"FR-38280","Davenport, April M","Towns","1817 Ferguson Town Road","Hiawassee","GA","30546","1817 Ferguson Town Road","Hiawassee","GA","30546","aprilmshook04@gmail.com","(706) 994-2182","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","5:30 PM","True","True","True","False","True","True","True","False","False","True","True","False","True","","Family Child Care Learning Home","FCCLH","","N/A","","True","True","3","NE","False","","","Open"
"LSS-1362","David L. Rainer Elementary","Camden","850 Maycreek Drive","Kingsland","GA","31548-9181","850 Maycreek Drive","Kingsland","GA","31548-9181","lthomas@camden.k12.ga.us","(912) 729-9071","0","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","3:00 PM","False","False","False","True","False","False","False","False","False","False","True","True","False","SACS|GAC","Local School System","LSS","","0","20","False","False","","SE","False","","","Open"
"FR-38456","Davidson, Tunitha R","Liberty","617 Caines Road","Hinesville","GA","31313","617 Caines Road","Hinesville","GA","31313","ray.nec55@yahoo.com","(912) 272-6707","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","5:00 AM","6:00 PM","True","True","True","False","True","True","False","False","True","False","False","False","False","","Family Child Care Learning Home","FCCLH","","N/A","","True","False","","SE","False","","","Open"
