"county","center","phone","ages","capacity","city","addr1","addr2","zip","inspections"
"Essex","Montclair YMCA(NorthEast)School-age Child Care","973-655-9756","6 to 13","99","Montclair","603 Grove Street","Northeast School","07043","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07MON0024.shtml)"
"Essex","Montclair YMCA Demarest School SACC","973-338-0023","6 to 13","117","Bloomfield","465 Broughton Ave",,"07003","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07MON0028.shtml)"
"Essex","Montclair YMCA Berkeley School SACC","973-680-8215","6 to 13","35","Bloomfield","351 Bloomfield Ave",,"07003","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07MON0029.shtml)"
"Essex","Montclair YMCA Watsessing School","973-680-4319","6 to 13","90","Bloomfield","71 Prospect Street",,"07003","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07MON0030.shtml)"
"Essex","Montclair YMCA Oak View School SACC","973-338-5449","6 to 13","76","Bloomfield","150 Garrabrant Ave",,"07003","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07MON0031.shtml)"
"Essex","Montclair YMCA at South End School","973-239-4335","6 to 13","95","Cedar Grove","Harper Terrace",,"07009","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07MON0033.shtml)"
"Essex","Montclair YMCA F.N. Brown","973-239-1980","6 to 13","100","Verona","125 Grove Ave",,"07044","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07MON0034.shtml)"
"Essex","Montclair YMCA Laning SACC","973-571-0718","6 to 13","100","Verona","18 Lanning Ave",,"07044","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07MON0035.shtml)"
"Essex","Montclair YMCA Extended Care Program at Fairview School","973-744-3400","6 to 13","146","Bloomfield","376 Berkeley Ave",,"07003","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07MON0037.shtml)"
"Essex","Montclair YMCA","973-418-5143","6 to 13","30","Cedar Grove","500 Ridge Rd","Cedar Grove Memorial Middle Sc","07009","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07MON0038.shtml)"
"Essex","Montclair YMCA","973-571-1057","6 to 13","30","Verona","600 Bloomfield Ave","H.B.W. Middle School","07044","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07MON0039.shtml)"
"Essex","Montclair YMCA","973-744-3400","6 to 13","108","Verona","118 Forest Ave","Forest Ave School","07044","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07MON0040.shtml)"
"Essex","Montclair YMCA Brookdale School","973-744-3400","6 to 13","30","Verona","14 Brookdale Ct",,"07044","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07MON0043.shtml)"
"Essex","Montclair YMCA Buzz Aldrin Middle School","973-744-1319","6 to 13","52","Upper Montclair","173 Bellevue Avenue","Buzz Aldrin Middle School","07043","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/070800541.shtml)"
"Essex","Montclair YMCA Glenfield Middle School","973-744-1218","6 to 13","60","Montclair","25 Maple Avenue","Glenfield Middle School","07042","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/070800537.shtml)"
"Essex","Montclair YMCA (Brookdale School SACC)","973-744-3400","6 to 13","109","Bloomfield","1230 Broad St",,"07003","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07MON0044.shtml)"
"Essex","Montclair YMCA Charles Bullock School","732-921-8244","6 to 13","100","Montclair","55 Washington Street","Charles Bullock School","07042","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07MON0022.shtml)"
"Essex","Carteret Elementary School","973-680-8580","6 to 13","27","Bloomfield","158 Grove Street",,"07003","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/130500027.shtml)"
"Essex","YMCA of Montclair Franklin School","973-415-6134","6 to 13","98","Bloomfield","85 Curtis Street",,"07003","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/141100045.shtml)"
"Essex","YMCA of Montclair","973-256-0351","6 to 13","77","Cedar Grove","122 Stevens Avenue","North End School","07009","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07MON0032.shtml)"
"Morris","Y Kids - Borough School","973-267-0704","6 to 13","45","Morris Plains","500 Speedwell Ave",,"07950","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14YKI0001.shtml)"
"Morris","Mountain Way School-Y Kids Morristown YMCA","973-267-0704","2½ to 13","73","Morris Plains","Mountain Way",,"07950","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14MOU0008.shtml)"
"Morris","Richard F. Blake Children's Center","973-984-2255","0 to 6","211","Cedar Knolls","65 Horsehill Rd",,"07927","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14RIC0001.shtml)"
"Warren","Allamuchy Township Early Childhood Center","908-852-1894","2½ to 6","51","Allamuchy","1686 Route 517","Mountain Villa School","07820","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/21ALL0001.shtml)"
"Morris","Children's Corner","973-593-2450","0 to 13","200","Morristown","475 South Street",,"07960","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14CHI0011.shtml)"
"Passaic","Collegiate School - New Beginnings","973-777-1714","2½ to 13","75","Passaic","22 Kent Ct At Passaic Avenu",,"07055","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16COL0003.shtml)"
"Union","Jefferson School After School Program","908-608-1119","6 to 13","126","Summit","110 Ashwood Ave",,"07901","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/20JEF0003.shtml)"
"Union","Franklin School After School Program","908-273-4242","6 to 13","80","Summit","136 Blackburn Road",,"07901","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/160800112.shtml)"
"Union","Washington School After School Program","908-608-0015","6 to 13","60","Summit","507 Morris Ave",,"07901","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/20WAS0004.shtml)"
"Union","Lincoln Hubbard School After Schol Program","908-608-9370","6 to 13","60","Summit","52 Woodland Ave","Lincoln Hubbard School","07901","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/20CON0006.shtml)"
"Union","Wilson Primary Center Enrichment Program","908-447-7464","2½ to 6","23","Summit","14 Beekman Terrace",,"07901","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/081000328.shtml)"
"Union","The Connection for Women and Families","908-273-4242","2½ to 13","39","Summit","79 Maple Street",,"07901","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/20CON0005.shtml)"
"Union","The Connection for Women and Families After School Program","908-608-9089","6 to 13","60","Summit","89 Tulip Street","Brayton School","07901","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/20CON0008.shtml)"
"Essex","Weekday Nursery","973-762-7879","2½ to 6","46","South Orange","111 Irvington Ave",,"07079","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07WEE0001.shtml)"
"Union","Central Presbyterian Church Weekday Nursery","908-273-0484","0 to 6","203","Summit","70 Maple Street",,"07901","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/20CEN0002.shtml)"
"Essex","Full Gospel Christian Academy","973-372-1492","2½ to 13","57","Newark","531 S Orange Ave",,"07103","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07FUL0001.shtml)"
"Middlesex","Montessori Children's House","732-329-3577","2½ to 6","45","Dayton","364 Georges Rd",,"08810","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12MON0003.shtml)"
"Cumberland","Millville Day Care Center","856-825-9364","0 to 13","283","Millville","911 Columbia Ave",,"08332","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/06MIL0002.shtml)"
"Bergen","Together Learning Center/Northern Valley Pre-School","201-384-1220","2 to 13","45","Dumont","219 Washington Ave",,"07628","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02TOG0001.shtml)"
"Somerset","North Branch Reformed Church Preschool","908-725-2326","2½ to 6","109","Bridgewater","203 Route 28",,"08807","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/18NOR0001.shtml)"
"Ocean","Lakewood Multicultural Preschool","732-363-0700","2½ to 13","111","Lakewood","100 Ridge Ave",,"08701","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/15LAK0002.shtml)"
"Monmouth","Cross of Glory Nursery School","732-583-1955","2½ to 6","30","Aberdeen","95 Cambridge Dr",,"07747","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13CRO0001.shtml)"
"Gloucester","Giant Steps Learning Center","856-478-2262","2½ to 13","38","Mullica Hill","351 Mullica Hill Rd",,"08062","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/08GIA0001.shtml)"
"Hudson","The Learning Depot Corp","201-766-6355","0 to 13","108","Union City","811- 813 11th Street",,"07087","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/120700199.shtml)"
"Essex","Holy Trinity Lutheran Church","973-678-4130","6 to 13","78","East Orange","153 Glenwood Avenue",,"07017","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07HOL0006.shtml)"
"Ocean","Littlest Angels' Preschool - Day Care","609-693-6010","0 to 13","97","Lanoka Harbor","701 Western Blvd",,"08734","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/15LIT0006.shtml)"
"Morris","El Primer Paso Ltd","973-361-0880","2½ to 6","27","Dover","29 Segur Street",,"07801","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14ELP0001.shtml)"
"Mercer","Puerto Rican Community Center, Inc.","609-392-8787","2½ to 6","105","Trenton","223 Perry Street",,"08618","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/11PUE0002.shtml)"
"Monmouth","Winding Brook School, Inc.","732-542-0575","2½ to 13","100","Tinton Falls","1044 Sycamore Ave",,"07724","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13WIN0001.shtml)"
"Gloucester","All God's Children Preschool","856-468-1148","2½ to 6","45","Wenonah","105 E Willow Street",,"08090","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/08ALL0001.shtml)"
"Cumberland","DiBiase Infant Care Center","856-691-2780","0 to 13","228","Vineland","2040 E Oak Rd",,"08361","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/06DIB0001.shtml)"
"Essex","Rising Star Learning Center, Inc.","973-923-6999","0 to 13","60","Newark","126 Lyons Ave",,"07112","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07RIS0002.shtml)"
"Hudson","The Childrens Studio","973-485-5437","0 to 13","125","Harrison","102 N 5th Street",,"07029","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09CHI0002.shtml)"
"Hudson","Reino Magico, Inc. Day Care Center","201-863-3358","2½ to 13","54","Union City","701 Bergenline Ave",,"07087","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09REI0001.shtml)"
"Bergen","Prime Time of Montvale, Inc.","201-840-0100","0 to 13","170","Edgewater","40 Edgewater Pl",,"07020","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02PRI0005.shtml)"
"Bergen","Ridgewood Montessori School","201-845-4356","0 to 13","186","Paramus","70 Eisenhower Drive",,"07652","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02RID0004.shtml)"
"Hudson","Little Lambs'Day Care Center Plus, Inc.","201-863-1085","2½ to 6","60","Weehawken","98 Columbia Terrace",,"07086-7062","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09LIT0001.shtml)"
"Essex","Education Station Day Care, Inc.","973-743-7003","0 to 13","124","Bloomfield","156 Washington Street",,"07003","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07EDU0001.shtml)"
"Bergen","Saint Alban's Pre-School","201-607-9486","0 to 6","80","Oakland","1 Church La",,"07436","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02SAI0003.shtml)"
"Gloucester","Toddlers 'N Tots","856-423-4242","0 to 13","177","Clarksboro","270 Landing Rd",,"08020","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/08TOD0001.shtml)"
"Essex","Early Learning Center","973-227-4161","0 to 13","100","Fairfield","56 Pier La",,"07004","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07EAR0001.shtml)"
"Monmouth","The Gingerbread House","732-222-0111","0 to 6","60","West Long Branch","904 Broadway",,"07764","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13GIN0001.shtml)"
"Hunterdon","Flemington Jewish Community Center Nursery School","908-782-2794","2½ to 6","85","Flemington","5 Sergeantsville Rd",,"08822","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/10FLE0001.shtml)"
"Morris","Chabad Early Learning Center","973-625-1525","0 to 13","75","Rockaway","65 Pawnee Ave",,"07866","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14CHA0003.shtml)"
"Monmouth","Corporate Toddlers","732-919-0949","0 to 6","105","Wall","4900 State Hwy 33",,"07753","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13COR0002.shtml)"
"Hunterdon","Work-Family Connection at Lester D Wilson School","908-439-3387","6 to 13","45","Alexandria Township","525 County Rd 513",,"08867","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/10ALE0002.shtml)"
"Morris","Southern Blvd. Before & After School Program","973-635-0634","6 to 13","74","Chatham","192 Southern Blvd.",,"07928","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14SOU0001.shtml)"
"Morris","Washington Ave. Before & After School Program","973-647-9103","6 to 13","60","Chatham","102 Washington Ave",,"07928","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14WAS0001.shtml)"
"Morris","Briarwood School (The Work-Family Connection)","973-377-0120","6 to 13","150","Florham Park","Briarwood Rd",,"07932","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14BRI0006.shtml)"
"Morris","Brooklake School (The Work-Family Connection)","973-822-3080","6 to 13","100","Florham Park","Brooklake Rd",,"07932","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14BRO0001.shtml)"
"Morris","Chatham Kindergarten Wrap-Around The Work Family Connection","973-635-5466","6 to 13","26","Chatham","Main & Elmwood Ave","Ogden Memorial Church","07928","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14CHA0002.shtml)"
"Morris","Lafayette Ave. After School Program","973-635-1096","6 to 13","60","Chatham","221 Lafayette Ave",,"07928","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14LAF0001.shtml)"
"Hunterdon","Work-Family Connection at Califon School","908-534-5935","6 to 13","15","Califon","6 School Street",,"07830","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/10WOR0001.shtml)"
"Hunterdon","Work Family Connection Before and After School Program","908-730-9112","6 to 13","150","Lebanon","63 Allerton Rd","Patrick Mcgaheran School","08833","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/10WOR0003.shtml)"
"Hunterdon","Work Family Connection Before & After School Program","908-635-7450","6 to 13","60","Quakertown","226 Quakertown Rd",,"08868","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/10WOR0006.shtml)"
"Morris","Milton School (The Work-Family Connection)","908-635-7427","6 to 13","72","Chatham","16 Milton Ave",,"07928","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14MIL0002.shtml)"
"Morris","Mt. Arlington Before & After School Program","908-616-9910","6 to 13","61","Mount Arlington","235 Howard Blvd",,"07858","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/080800159.shtml)"
"Union","Roselle Park Middle School","908-245-1634","6 to 13","70","Roselle Park","57 W Grant Ave",,"07204","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/20ROS0005.shtml)"
