SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,GRADE,RACE_ETHNICITY,SEX,STUDENT_COUNT,TOTAL_INDICATOR,DMS_FLAG
2018-2019,21,KENTUCKY,KY,Johns Creek Elementary School,01,,KY-098491000,2104800,KY-098491000-098491620,210480001195,2101195,Pre-Kindergarten,No Category Codes,No Category Codes,98,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Kimper Elementary School,01,,KY-098491000,2104800,KY-098491000-098491650,210480001197,2101197,Pre-Kindergarten,No Category Codes,No Category Codes,14,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Phelps Elementary School,01,,KY-098491000,2104800,KY-098491000-098491952,210480001203,2101203,Pre-Kindergarten,No Category Codes,No Category Codes,40,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Belfry Elementary,01,,KY-098491000,2104800,KY-098491000-098491051,210480001647,2101647,Pre-Kindergarten,No Category Codes,No Category Codes,75,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Feds Creek Elementary School,01,,KY-098491000,2104800,KY-098491000-098491057,210480002012,2102012,Pre-Kindergarten,No Category Codes,No Category Codes,18,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Millard School,01,,KY-098491000,2104800,KY-098491000-098491059,210480002240,2102240,Pre-Kindergarten,No Category Codes,No Category Codes,60,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Valley Elementary School,01,,KY-098491000,2104800,KY-098491000-098491060,210480002296,2102296,Pre-Kindergarten,No Category Codes,No Category Codes,76,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Pikeville Elementary School,01,,KY-098492000,2104830,KY-098492000-098492020,210483001213,2101213,Pre-Kindergarten,No Category Codes,No Category Codes,18,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Pineville Independent School,01,,KY-007493000,2104860,KY-007493000-007493030,210486002393,2102393,Pre-Kindergarten,No Category Codes,No Category Codes,35,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Bowen Elementary School,01,,KY-099495000,2104890,KY-099495000-099495010,210489001217,2101217,Pre-Kindergarten,No Category Codes,No Category Codes,36,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Clay City Elementary School,01,,KY-099495000,2104890,KY-099495000-099495020,210489001219,2101219,Pre-Kindergarten,No Category Codes,No Category Codes,34,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Stanton Elementary School,01,,KY-099495000,2104890,KY-099495000-099495060,210489001221,2101221,Pre-Kindergarten,No Category Codes,No Category Codes,33,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Burnside Elementary School,01,,KY-100501000,2104950,KY-100501000-100501070,210495001225,2101225,Pre-Kindergarten,No Category Codes,No Category Codes,33,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Eubank Elementary School,01,,KY-100501000,2104950,KY-100501000-100501180,210495001227,2101227,Pre-Kindergarten,No Category Codes,No Category Codes,20,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Nancy Elementary School,01,,KY-100501000,2104950,KY-100501000-100501280,210495001231,2101231,Pre-Kindergarten,No Category Codes,No Category Codes,25,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Shopville Elementary School,01,,KY-100501000,2104950,KY-100501000-100501440,210495001235,2101235,Pre-Kindergarten,No Category Codes,No Category Codes,28,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Northern Elementary School,01,,KY-100501000,2104950,KY-100501000-100501560,210495001238,2101238,Pre-Kindergarten,No Category Codes,No Category Codes,36,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Memorial Education Center,01,,KY-100501000,2104950,KY-100501000-100501099,210495002065,2102065,Pre-Kindergarten,No Category Codes,No Category Codes,242,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Campbell Elementary School,01,,KY-045502000,2104980,KY-045502000-045502010,210498001239,2101239,Pre-Kindergarten,No Category Codes,No Category Codes,85,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Robertson County School,01,,KY-101505000,2105040,KY-101505000-101505010,210504001246,2101246,Pre-Kindergarten,No Category Codes,No Category Codes,52,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Brodhead Elementary School,01,,KY-102511000,2105070,KY-102511000-102511020,210507001249,2101249,Pre-Kindergarten,No Category Codes,No Category Codes,43,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Mt. Vernon Elementary,01,,KY-102511000,2105070,KY-102511000-102511170,210507001251,2101251,Pre-Kindergarten,No Category Codes,No Category Codes,68,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Roundstone Elementary School,01,,KY-102511000,2105070,KY-102511000-102511320,210507001253,2101253,Pre-Kindergarten,No Category Codes,No Category Codes,32,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Rowan County Preschool Center,01,,KY-103515000,2105100,KY-103515000-103515044,210510002033,2102033,Pre-Kindergarten,No Category Codes,No Category Codes,206,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Russell Primary School,01,,KY-045522000,2105130,KY-045522000-045522011,210513001626,2101626,Pre-Kindergarten,No Category Codes,No Category Codes,61,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Jamestown Elementary School,01,,KY-104521000,2105160,KY-104521000-104521140,210516001263,2101263,Pre-Kindergarten,No Category Codes,No Category Codes,48,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Russell Springs Elementary School,01,,KY-104521000,2105160,KY-104521000-104521230,210516001264,2101264,Pre-Kindergarten,No Category Codes,No Category Codes,76,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Salem Elementary School,01,,KY-104521000,2105160,KY-104521000-104521250,210516001266,2101266,Pre-Kindergarten,No Category Codes,No Category Codes,39,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Science Hill Elementary School,01,,KY-100524000,2105220,KY-100524000-100524010,210522001277,2101277,Pre-Kindergarten,No Category Codes,No Category Codes,27,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Scott County Preschool,01,,KY-105525000,2105260,KY-105525000-105525019,210526002204,2102204,Pre-Kindergarten,No Category Codes,No Category Codes,307,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Northside Early Childhood Center,01,,KY-106531000,2105320,KY-106531000-106531160,210532001689,2101689,Pre-Kindergarten,No Category Codes,No Category Codes,239,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Silver Grove School,01,,KY-019533000,2105370,KY-019533000-019533012,210537001727,2101727,Pre-Kindergarten,No Category Codes,No Category Codes,21,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Franklin Elementary School,01,,KY-107535000,2105400,KY-107535000-107535020,210540001299,2101299,Pre-Kindergarten,No Category Codes,No Category Codes,124,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Hopkins Elementary School,01,,KY-100536000,2105430,KY-100536000-100536050,210543001307,2101307,Pre-Kindergarten,No Category Codes,No Category Codes,60,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Southgate Public School,01,,KY-019537000,2105460,KY-019537000-019537010,210546001313,2101313,Pre-Kindergarten,No Category Codes,No Category Codes,26,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Spencer County Elementary School,01,,KY-108541000,2105490,KY-108541000-108541040,210549001314,2101314,Pre-Kindergarten,No Category Codes,No Category Codes,68,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Taylorsville Elementary School,01,,KY-108541000,2105490,KY-108541000-108541044,210549002018,2102018,Pre-Kindergarten,No Category Codes,No Category Codes,66,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Taylor County Primary Center,01,,KY-109545000,2105520,KY-109545000-109545005,210552002431,2102431,Pre-Kindergarten,No Category Codes,No Category Codes,85,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,North Todd Elementary School,01,,KY-110551000,2105550,KY-110551000-110551005,210555001600,2101600,Pre-Kindergarten,No Category Codes,No Category Codes,71,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,South Todd Elementary School,01,,KY-110551000,2105550,KY-110551000-110551015,210555001601,2101601,Pre-Kindergarten,No Category Codes,No Category Codes,104,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Trigg County Primary School,01,,KY-111555000,2105580,KY-111555000-111555013,210558002093,2102093,Pre-Kindergarten,No Category Codes,No Category Codes,78,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Bedford Elementary School,01,,KY-112561000,2105610,KY-112561000-112561010,210561001330,2101330,Pre-Kindergarten,No Category Codes,No Category Codes,75,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Union County Preschool and Headstart,01,,KY-113565000,2105640,KY-113565000-113565015,210564002447,2102447,Pre-Kindergarten,No Category Codes,No Category Codes,122,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Walton-Verona Elementary School,01,,KY-008567000,2105700,KY-008567000-008567010,210570001341,2101341,Pre-Kindergarten,No Category Codes,No Category Codes,62,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Lost River Elementary,01,,KY-114571000,2105730,KY-114571000-114571080,210573001164,2101164,Pre-Kindergarten,No Category Codes,No Category Codes,57,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Alvaton Elementary,01,,KY-114571000,2105730,KY-114571000-114571010,210573001343,2101343,Pre-Kindergarten,No Category Codes,No Category Codes,61,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Bristow Elementary,01,,KY-114571000,2105730,KY-114571000-114571040,210573001344,2101344,Pre-Kindergarten,No Category Codes,No Category Codes,47,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Cumberland Trace Elementary,01,,KY-114571000,2105730,KY-114571000-114571070,210573001346,2101346,Pre-Kindergarten,No Category Codes,No Category Codes,21,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,North Warren Elementary,01,,KY-114571000,2105730,KY-114571000-114571110,210573001347,2101347,Pre-Kindergarten,No Category Codes,No Category Codes,33,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Oakland Elementary,01,,KY-114571000,2105730,KY-114571000-114571130,210573001348,2101348,Pre-Kindergarten,No Category Codes,No Category Codes,34,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Rich Pond Elementary,01,,KY-114571000,2105730,KY-114571000-114571140,210573001349,2101349,Pre-Kindergarten,No Category Codes,No Category Codes,28,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Richardsville Elementary,01,,KY-114571000,2105730,KY-114571000-114571150,210573001350,2101350,Pre-Kindergarten,No Category Codes,No Category Codes,42,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Rockfield Elementary,01,,KY-114571000,2105730,KY-114571000-114571170,210573001351,2101351,Pre-Kindergarten,No Category Codes,No Category Codes,50,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Warren Elementary,01,,KY-114571000,2105730,KY-114571000-114571200,210573001352,2101352,Pre-Kindergarten,No Category Codes,No Category Codes,71,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,William H. Natcher Elementary,01,,KY-114571000,2105730,KY-114571000-114571100,210573001691,2101691,Pre-Kindergarten,No Category Codes,No Category Codes,56,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Briarwood Elementary School,01,,KY-114571000,2105730,KY-114571000-114571015,210573001909,2101909,Pre-Kindergarten,No Category Codes,No Category Codes,55,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Plano Elementary,01,,KY-114571000,2105730,KY-114571000-114571018,210573002035,2102035,Pre-Kindergarten,No Category Codes,No Category Codes,30,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Jody Richards Elementary,01,,KY-114571000,2105730,KY-114571000-114571030,210573002327,2102327,Pre-Kindergarten,No Category Codes,No Category Codes,44,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Jennings Creek Elementary,01,,KY-114571000,2105730,KY-114571000-114571025,210573002465,2102465,Pre-Kindergarten,No Category Codes,No Category Codes,56,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Washington County Elementary School,01,,KY-115575000,2105760,KY-115575000-115575080,210576001359,2101359,Pre-Kindergarten,No Category Codes,No Category Codes,41,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,North Washington Elementary School,01,,KY-115575000,2105760,KY-115575000-115575031,210576001873,2101873,Pre-Kindergarten,No Category Codes,No Category Codes,41,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Walker Early Learning Center,01,,KY-116581000,2105790,KY-116581000-116581430,210579001365,2101365,Pre-Kindergarten,No Category Codes,No Category Codes,169,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Clay Elementary School,01,,KY-117585000,2105820,KY-117585000-117585020,210582001369,2101369,Pre-Kindergarten,No Category Codes,No Category Codes,20,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Sebree Elementary School,01,,KY-117585000,2105820,KY-117585000-117585090,210582001372,2101372,Pre-Kindergarten,No Category Codes,No Category Codes,44,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Providence Elementary School,01,,KY-117585000,2105820,KY-117585000-117585060,210582002188,2102188,Pre-Kindergarten,No Category Codes,No Category Codes,52,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,West Point Elementary School,01,,KY-047586000,2105850,KY-047586000-047586010,210585001375,2101375,Pre-Kindergarten,No Category Codes,No Category Codes,16,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Whitley County North Elementary School,01,,KY-118591000,2105880,KY-118591000-118591350,210588000546,2100546,Pre-Kindergarten,No Category Codes,No Category Codes,41,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Boston Elementary School,01,,KY-118591000,2105880,KY-118591000-118591060,210588001376,2101376,Pre-Kindergarten,No Category Codes,No Category Codes,19,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Oak Grove Elementary School,01,,KY-118591000,2105880,KY-118591000-118591290,210588001381,2101381,Pre-Kindergarten,No Category Codes,No Category Codes,105,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Pleasant View Elementary School,01,,KY-118591000,2105880,KY-118591000-118591320,210588001383,2101383,Pre-Kindergarten,No Category Codes,No Category Codes,29,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Whitley County Central Primary School,01,,KY-118591000,2105880,KY-118591000-118591365,210588001621,2101621,Pre-Kindergarten,No Category Codes,No Category Codes,99,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Whitley County East Elementary School,01,,KY-118591000,2105880,KY-118591000-118591062,210588002037,2102037,Pre-Kindergarten,No Category Codes,No Category Codes,34,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Williamsburg City School,01,,KY-118592000,2105910,KY-118592000-118592012,210591001939,2101939,Pre-Kindergarten,No Category Codes,No Category Codes,59,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Williamstown Preschool Headstart,01,,KY-041593000,2105940,KY-041593000-041593040,210594002260,2102260,Pre-Kindergarten,No Category Codes,No Category Codes,117,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Campton Elementary School,01,,KY-119595000,2105970,KY-119595000-119595310,210597001396,2101396,Pre-Kindergarten,No Category Codes,No Category Codes,43,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Southside Elementary School,01,,KY-120601000,2106000,KY-120601000-120601050,210600000284,2100284,Pre-Kindergarten,No Category Codes,No Category Codes,37,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Northside Elementary School,01,,KY-120601000,2106000,KY-120601000-120601120,210600000320,2100320,Pre-Kindergarten,No Category Codes,No Category Codes,30,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Simmons Elementary School,01,,KY-120601000,2106000,KY-120601000-120601075,210600001403,2101403,Pre-Kindergarten,No Category Codes,No Category Codes,55,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Huntertown Elementary School,01,,KY-120601000,2106000,KY-120601000-120601090,210600001468,2101468,Pre-Kindergarten,No Category Codes,No Category Codes,30,Subtotal 4 - By Grade,Reported
2018-2019,34,NEW JERSEY,NJ,Milton Avenue School,01,,NJ-270785,3400004,NJ-270785-060,340000406017,3406017,Pre-Kindergarten,No Category Codes,No Category Codes,43,Subtotal 4 - By Grade,Reported
2018-2019,34,NEW JERSEY,NJ,Washington Avenue School,01,,NJ-270785,3400004,NJ-270785-070,340000406018,3406018,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,34,NEW JERSEY,NJ,Southern Boulevard School,01,,NJ-270785,3400004,NJ-270785-080,340000406019,3406019,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,34,NEW JERSEY,NJ,Atlantic County Elementary and Middle Schools,01,,NJ-010125,3400006,NJ-010125-030,340000600695,3400695,Pre-Kindergarten,No Category Codes,No Category Codes,11,Subtotal 4 - By Grade,Reported
2018-2019,34,NEW JERSEY,NJ,Maywood Campus,01,,NJ-034845,3400007,NJ-034845-060,340000700081,3400081,Pre-Kindergarten,No Category Codes,No Category Codes,20,Subtotal 4 - By Grade,Reported
2018-2019,34,NEW JERSEY,NJ,Moonachie Campus,01,,NJ-034845,3400007,NJ-034845-070,340000700083,3400083,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,34,NEW JERSEY,NJ,Central Elementary School,01,,NJ-411785,3400008,NJ-411785-050,340000800107,3400107,Pre-Kindergarten,No Category Codes,No Category Codes,20,Subtotal 4 - By Grade,Reported
2018-2019,34,NEW JERSEY,NJ,Marion T. Bedwell Elementary School,01,,NJ-354815,3400009,NJ-354815-030,340000900177,3400177,Pre-Kindergarten,No Category Codes,No Category Codes,22,Subtotal 4 - By Grade,Reported
2018-2019,34,NEW JERSEY,NJ,Marion P. Thomas Charter School,01,,NJ-807210,3400022,NJ-807210-940,340002200285,3400285,Pre-Kindergarten,No Category Codes,No Category Codes,74,Subtotal 4 - By Grade,Reported
2018-2019,34,NEW JERSEY,NJ,Jersey City Golden Door Charter School,01,,NJ-806915,3400034,NJ-806915-950,340003400305,3400305,Pre-Kindergarten,No Category Codes,No Category Codes,45,Subtotal 4 - By Grade,Reported
2018-2019,34,NEW JERSEY,NJ,Learning Community Charter School,01,,NJ-807115,3400035,NJ-807115-960,340003500307,3400307,Pre-Kindergarten,No Category Codes,No Category Codes,45,Subtotal 4 - By Grade,Reported
