County,Name,Licensee_Owner,Director,Location_Street1,Location_Street_2,Location_City,Location_State,Location_Zip,Location_Zip_Updated,Latitude,Longitude,Capacity,Age_Range_of_Service,ObjectId
JEFFERSON,"Southside Christian Day Care, #6","Southside Christian Day Care, Inc.","Tipton, Kristen Ann",10315 Deering Road,,Louisville,KY,40272,40272,38.104214,-85.861305,200,INFANT TO SCHOOL_AGE,673
JEFFERSON,"Southside Christian Day Care, #5","Southside Christian Day Care, Inc.","Murphy, Kayla Nicole McKenzie",817 South Second Street,,Louisville,KY,40203,40203,38.242924,-85.755554,89,INFANT TO SCHOOL_AGE,674
JEFFERSON,"Southside Christian Day Care, #2","Southside Christian Day Care, Inc.","Finnell, Kayla Anne",4016 Taylor Boulevard,,Louisville,KY,40215,40215,38.185524,-85.78403,53,INFANT TO SCHOOL_AGE,675
JEFFERSON,St. Michael Pre-School & Pre-Kindergarten,St. Michael Church,"Carrico, Marcia Ann",3703 Stone Lakes Drive,,Louisville,KY,40299,40299,38.192833,-85.515465,71,TWO_TO_SCHOOL,676
JEFFERSON,Highlands Educational Center For Kids,"Highlands Educational Center For Kids, Inc.","Heck, Lisa Elaine",1436 & 1444 Eastern Parkway,,Louisville,KY,40204,40204,38.227975,-85.71741,62,TWO_TO_SCHOOL TO SCHOOL_AGE,677
JEFFERSON,Kennedy Elementary Childcare Enrichment Program,The Young Mens Christian Association Of Greater Louisville,"Jones, Jeremy Rashad",3800 Gibson Lane,,Louisville,KY,40211,40211,38.23243,-85.81835,99,TWO_TO_SCHOOL TO SCHOOL_AGE,678
JEFFERSON,Greathouse Elementary Childcare Enrichment Program,The Young Mens Christian Association Of Greater Louisville,"Lee, Chaelyn Nicole",2700 Browns Lane,,Louisville,KY,40220,40220,38.225573,-85.623159,170,TWO_TO_SCHOOL TO SCHOOL_AGE,679
JEFFERSON,St. Martha Child Care,Saint Martha Catholic School,"Oyler, Holly Marie",2825 Klondike Lane,,Louisville,KY,40218,40218,38.201824,-85.64132,136,TWO_TO_SCHOOL TO SCHOOL_AGE,680
JEFFERSON,Providence Childcare & Preschool,"Honey Pot, Inc.","Hagan, Lisa Renee'",11850 Commonwealth Dr.,,Louisville,KY,40299,40299,38.21451,-85.537254,166,INFANT TO SCHOOL_AGE,681
JEFFERSON,J-Town Preschool,"J-town Pre-school, Inc.","Biller, Sherry Lynn","3922 Ruckriegel Parkway, Suite 214",,Jeffersontown,KY,40299,40299,38.19043,-85.56951,219,INFANT TO SCHOOL_AGE,682
JEFFERSON,Laukhuf Elementary CEP,The Young Mens Christian Association Of Greater Louisville,"Jones, Jeremy Rashad",5100 Capewood Drive,,Louisville,KY,40299,40299,38.100273,-85.66332,120,SCHOOL_AGE,683
JEFFERSON,St. Michael Extended School Care,St. Michael Church,"Fehr, Kristina Lee",3705 Stone Lakes Drive,,Louisville,KY,40299,40299,38.192833,-85.515465,194,INFANT TO SCHOOL_AGE,684
JEFFERSON,Foster Elementary Childcare Enrichment Program,The Young Mens Christian Association Of Greater Louisville,"Jones, Jeremy Rashad",1401 South 41st Street,,Louisville,KY,40211,40211,38.237877,-85.82108,90,TWO_TO_SCHOOL TO SCHOOL_AGE,685
JEFFERSON,Luhr Elementary Childcare Enrichment Program,The Young Mens Christian Association Of Greater Louisville,"Jones, Jeremy Rashad",6900 Fegenbush Lane,,Louisville,KY,40228,40228,38.150234,-85.62859,284,TWO_TO_SCHOOL TO SCHOOL_AGE,686
JEFFERSON,Bloom Elem Childcare Enrichment Program,The Young Mens Christian Association Of Greater Louisville,"Graybeal, Mary D.",1627 Lucia Avenue,,Louisville,KY,40204,40204,38.236336,-85.71974,200,TWO_TO_SCHOOL TO SCHOOL_AGE,687
JEFFERSON,Fairdale Elementary CEP,The Young Mens Christian Association Of Greater Louisville,"Graybeal, Mary D.",10104 Mitchell Hill Road,,Louisville,KY,40118,40118,38.104248,-85.760345,140,TWO_TO_SCHOOL TO SCHOOL_AGE,688
JEFFERSON,Carriage House Preschool,"Kentucky Center For Special Children Services, Inc.","O'Quinn, Jacquelyn Dawn",13101 Eastpoint Park Blvd,,Louisville,KY,40223,40223,38.279,-85.51471,90,TODDLER TO SCHOOL_AGE,689
JEFFERSON,Babyland Day Care Center,"Roy Lee Sutton, Jr.","Groves, Donetta Latrice",5057 Poplar Level Road,Suite 5,Louisville,KY,40219,40219,38.164233,-85.678609,40,INFANT TO TWO_TO_SCHOOL,690
JEFFERSON,Neighborhood House Preschool,Neighborhood House,"Dennis, Melinda Sue",201 North 25th Street,,Louisville,KY,40212,40212,38.26187,-85.79103,149,INFANT TO SCHOOL_AGE,691
JEFFERSON,A Place For Kids,"A Place For Kids, Llc","Hutchinson, Christina Lynn",7100 Preston Highway,,Louisville,KY,40219,40219,38.14895,-85.69257,117,INFANT TO SCHOOL_AGE,692
JEFFERSON,Bright Start Childcare,"Jsk Group, Inc.","Lawes, Christy Lynn",9810-4 Taylorsville Road,,Louisville,KY,40299,40299,38.202347,-85.57481,199,INFANT TO SCHOOL_AGE,693
JEFFERSON,Posh Posh Club Child & Family Enrichment Center,"Posh Posh Club Child & Family Enrichment Center, Inc.","Cameron, Holli Genell","1512 Crums Lane, Suite 100",,Louisville,KY,40216,40216,38.190403,-85.80564,64,INFANT TO SCHOOL_AGE,694
JEFFERSON,Sacred Heart Preschool,Sacred Heart Schools Inc.,"Houghlin, Lisa Marie",3105 Lexington Road,,Louisville,KY,40206,40206,38.248665,-85.67703,343,TODDLER TO TWO_TO_SCHOOL,695
JEFFERSON,Doris Mae's Child Care Center,"Doris Mae's Child Care Center, Inc.","Stith, Trina Mae",6017 Ashby Lane,,Louisville,KY,40272,40272,38.104843,-85.87478,38,INFANT TO TWO_TO_SCHOOL,696
JEFFERSON,Jewish Community Center of Louisville,"Jewish Community Of Louisville, Inc.","Cahen, Norma Lynn",3600 Dutchmans Lane,,Louisville,KY,40205,40205,38.225426,-85.650502,132,INFANT TO TWO_TO_SCHOOL,697
JEFFERSON,Chancey Elementary Childcare Enrichment Program,The Young Mens Christian Association Of Greater Louisville,"Lee, Chaelyn Nicole",4301 Murphy Lane,,Louisville,KY,40241,40241,38.307274,-85.534779,150,TWO_TO_SCHOOL TO SCHOOL_AGE,698
JEFFERSON,Meriday Preschool,Melbourne Heights Baptist Church,"Lindell, Linda",3728 Taylorsville Road,,Louisville,KY,40220,40220,38.220296,-85.642648,107,INFANT TO SCHOOL_AGE,699
JEFFERSON,Patches' Playmates,"Patches Playmates, Inc.","Johnston, LeeEva E.",10414 Millers Lane,,Louisville,KY,40272,40272,38.104656,-85.85082,88,INFANT TO SCHOOL_AGE,700
JEFFERSON,Hikes Point Child Care,"Hikes Point Child Care, LLC","Toogood, Celeste Marie",3046 Hunsinger Lane,,Louisville,KY,40220,40220,38.21701,-85.624209,118,INFANT TO SCHOOL_AGE,701
JEFFERSON,Blue Lick Elem Childcare Enrichment Program,The Young Mens Christian Association Of Greater Louisville,"Middelton, Lisa Ann",9801 Blue Lick Road,,Louisville,KY,40229,40229,38.106304,-85.69243,153,TWO_TO_SCHOOL TO SCHOOL_AGE,702
JEFFERSON,Southside Christian Child Care #10,"Southside Christian Day Care, Inc.","Paulley, Amber Paige",7149 Southside Drive,,Louisville,KY,40214,40214,38.150948,-85.76694,90,INFANT TO SCHOOL_AGE,703
JEFFERSON,Kids Insight Child Care and Development Center,"Jokabay, Inc.","Bayens, John M.",2791 South Floyd Street,,Louisville,KY,40209,40209,38.205948,-85.75661,49,INFANT TO TWO_TO_SCHOOL,704
JEFFERSON,Kayfield Academy 2,"Kayfield Academy Ii, L.L.C.","Grady, Kristina Karin",2050 Nelson Miller Parkway,,Louisville,KY,40223,40223,38.271088,-85.50718,293,INFANT TO SCHOOL_AGE,705
JEFFERSON,Miss Mary's Child Care,Mary E. Unseld,"Unseld, Mary E.",2700 Dumesnil,,Louisville,KY,40211,40211,38.23653,-85.797844,60,INFANT TO SCHOOL_AGE,706
JEFFERSON,Promised Land Child Care,"Promised Land Child Care, Inc.","Knudtson, Madeline",3800 Northumberland Drive,,Louisville,KY,40245,40245,38.305931,-85.522935,117,INFANT TO SCHOOL_AGE,707
JEFFERSON,Southside Christian Child Care #11,"Southside Christian Day Care, Inc.","Hiland, Angela Denise",3620 Klondike Lane,,Louisville,KY,40218,40218,38.209739,-85.640426,161,INFANT TO SCHOOL_AGE,708
JEFFERSON,Lil' Genius Child Care,Lil' Genius Child Care Center Llc,"Nelson, Lanona Ann",1121 West Broadway,,Louisville,KY,40203,40203,38.24739,-85.77036,99,INFANT TO SCHOOL_AGE,709
JEFFERSON,Johnsontown Elem. Childcare Enrichment Program,The Young Mens Christian Association Of Greater Louisville,"Jones, Jeremy Rashad",7201 Johnsontown Road,,Louisville,KY,40272,40272,38.116302,-85.89208,145,TWO_TO_SCHOOL TO SCHOOL_AGE,710
JEFFERSON,St. Paul School,St. Paul School,"Thornhill, Pamela Frances",6901 Dixie Highway,,Louisville,KY,40258,40258,38.14988,-85.837166,80,TWO_TO_SCHOOL TO SCHOOL_AGE,711
JEFFERSON,Bright Horizons Child Care & Early Education,"Bright Horizons Children's Centers, Llc","Roby, Airin Nicole",632 South Fourth Avenue,,Louisville,KY,40202,40202,38.24802,-85.75805,171,INFANT TO SCHOOL_AGE,712
JEFFERSON,Ms. T's Tots,Verna Teresa Jones,"Jones, Verna Teresa",671 South 40th Street,,Louisville,KY,40211,40211,38.251663,-85.81833,12,INFANT TO SCHOOL_AGE,713
JEFFERSON,Bluegrass Academy Childcare Center Jeffersontown,"Buttons & Bows Preschool Of Louisville, Inc.","Alvey, Kandi",3830 Ruckriegel Parkway,Suite 124,Louisville,KY,40299,40299,38.188805,-85.56621,150,INFANT TO SCHOOL_AGE,714
JEFFERSON,Saint Mary Academy Preschool,Saint Mary Academy,"Anderson, Shirley Mae",11311 St. Mary Lane,,Louisville,KY,40059,40059,38.335405,-85.563078,100,TWO_TO_SCHOOL TO SCHOOL_AGE,715
JEFFERSON,A to Z Learning Center and Child Care,"Metcalf & Metcalf, Inc.","Quinlan, Kimberly Jane",6100 Billtown Road,,Louisville,KY,40299,40299,38.156525,-85.56096,57,INFANT TO SCHOOL_AGE,716
JEFFERSON,St. Matthews Baptist Preschool,St. Matthews Baptist Church,"McMillan, Melissa Jan",3515 Grandview Avenue,,Louisville,KY,40207,40207,38.247044,-85.655898,120,TWO_TO_SCHOOL,717
JEFFERSON,YMCA - St. Leonard Afterschool Program,The Young Mens Christian Association Of Greater Louisville,"Slaten, Valerie Rae",440 Zorn Avenue,,Louisville,KY,40206,40206,38.264626,-85.68909,187,TWO_TO_SCHOOL TO SCHOOL_AGE,718
JEFFERSON,Cornerstone Child Development Center,"Cornerstone Child Development Center, Inc.","Yates, Bridget Ann",211 Browns Lane,,Louisville,KY,40207,40207,38.250958,-85.645861,165,INFANT TO SCHOOL_AGE,719
DAVIESS,Little Ones Academy,"Little Ones Academy, L.L.C.","Ward, Bridgett Denise",714 East 3rd Street,,Owensboro,KY,42303,42303,37.774174,-87.10398,48,INFANT TO SCHOOL_AGE,720
DAVIESS,Academy of Learning-Bold Forbes,"Academy Of Learning-bold Forbes, LLC","McLimore, Ginger Ann",3220 Bold Forbes Way,,Owensboro,KY,42303,42303,37.751667,-87.05002,149,INFANT TO SCHOOL_AGE,721
DAVIESS,Academy of Learning-Harvard,"Academy Of Learning-Harvard, LLC","Morales , Tammy Renee",730 Harvard Drive,,Owensboro,KY,42301,42301,37.74715,-87.11672,99,INFANT TO SCHOOL_AGE,722
DAVIESS,Maximilian Montessori Academy,Amy Beth Kemper,"Kemper, Amy Beth",1041 B Spring Bank Drive,,Owensboro,KY,42303,42303,37.729037,-87.089084,77,INFANT TO SCHOOL_AGE,723
DAVIESS,West Louisville Elementary After-School Program,Daviess County Public Schools,"Ferry, Amanda Grasela",8400 Ky 56,,Owensboro,KY,42301,42301,37.73298,-87.27999,150,SCHOOL_AGE,724
DAVIESS,Owensboro Child Care,"Owensboro Child Care, LLC","Ratliff, Rebecca N.",300 West Byers Avenue,,Owensboro,KY,42303,42303,37.74092,-87.111084,40,INFANT TO SCHOOL_AGE,725
DAVIESS,Academy of Learning Inc,"Academy Of Learning-towne Square, Llc","Rowan, Kristin Gale",4801 Towne Square,,Owensboro,KY,42301,42301,37.723396,-87.12798,80,INFANT TO SCHOOL_AGE,726
DAVIESS,Eastview Elementary Head Start,"Audubon Area Community Services, Inc.","Grant, Peggy Marie",6104 Highway 405,,Owensboro,KY,42303,42303,37.809525,-87.01984,19,TWO_TO_SCHOOL,727
DAVIESS,Audubon Area Head Start at Tamarack,"Audubon Area Community Services, Inc.","Grant, Peggy Marie",1733 Tamarack Road,,Owensboro,KY,42301,42301,37.735292,-87.131102,37,TWO_TO_SCHOOL,728
DAVIESS,Inspirations Childcare & Preschool,Charlotte Ann Crowe,"Crowe, Charlotte Ann",3085 Taylor Road West,,Philpot,KY,42366,42366,37.66827,-87.02458,12,TWO_TO_SCHOOL,729
DAVIESS,"Little Einsteins, L.L.C.","Little Einsteins, L.L.C.","Isabell, Rachel Louise",3940 Old Hartford Road,,Owensboro,KY,42303,42303,37.736423,-87.081369,40,INFANT TO SCHOOL_AGE,730
DAVIESS,Sweet Peas,Sweet Peas Llc,"Reed, Jennifer Sue",3271 Alvey Park Drive,Suite B,Owensboro,KY,42303,42303,37.751565,-87.066654,60,INFANT TO SCHOOL_AGE,731
DAVIESS,Heritage Park Pre-School and Nursery,"Heritage Park Preschool & Nursery, Llc","Mattingly, Rachel Nicole",3802 Legacy Run,,Owensboro,KY,42301,42301,37.735696,-87.144835,85,INFANT TO TWO_TO_SCHOOL,732
DAVIESS,Snuggle Bugs Nursery and Preschool LLC,"Snuggle Bugs Nursery And Preschool, L.L.C.","Barnes, Sarah Elizabeth",722 West Byers Avenue,,Owensboro,KY,42303,42303,37.738995,-87.10337,49,INFANT TO SCHOOL_AGE,733
DAVIESS,Brey's Early Learning School,"Little House Of Learning, Llc","Brey, Jennifer Kyle",1945 Tamarack Road,,Owensboro,KY,42301,42301,37.734303,-87.134157,99,TODDLER TO TWO_TO_SCHOOL,734
DAVIESS,Charlotte's Web Preschool and Nursery,"Charlotte's Web Pre-school & Nursery, Llc","Millay, Monti Gail",4129 Vincent Station Drive,,Owensboro,KY,42303,42303,37.784126,-87.058931,137,INFANT TO TWO_TO_SCHOOL,735
DAVIESS,Little Einsteins Too!,"Little Einsteins, L.L.C.","Isabell, Rachel Louise",2724 New Hartford Road,,Owensboro,KY,42303,42303,37.749725,-87.09084,45,INFANT TO SCHOOL_AGE,736
DAVIESS,St. Mary of the Woods School Extended Care,St. Mary of the Woods Parish,"Henson, Kathy Lynn",10521 Franklin Street,,Whitesville,KY,42378,42378,37.679882,-86.870544,94,TWO_TO_SCHOOL TO SCHOOL_AGE,737
DAVIESS,Mary Carrico Catholic Extended Care,Mary Carrico Memorial School,"Warren, Martha",9546 Hwy 144,,Philpot,KY,42366,42366,37.77116,-86.904,24,TWO_TO_SCHOOL TO SCHOOL_AGE,738
DAVIESS,Here we Grow....,"Little Einsteins, L.L.C.","Isabell, Rachel Louise",4101 Carter Road,,Owensboro,KY,42303,42303,37.728966,-87.155106,120,INFANT TO SCHOOL_AGE,739
DAVIESS,Roots and Wings Childcare and Preschool,Kate Ann Stites,"Stites, Kate Ann",519 W. Byers Avenue,,Owensboro,KY,42301,42301,37.741794,-87.114409,54,INFANT TO TWO_TO_SCHOOL,740
EDMONSON,Edmonson County Head Start,"Community Action Of Southern Kentucky, Incorporated","Brown, Carla Y.",108 North Main Street,P O Box 342,Brownsville,KY,42210,42210,37.188865,-86.253641,30,TWO_TO_SCHOOL,741
EDMONSON,Little Treasures Learning Academy,Little Treasures Learning Academy Llc,"Thien, Linda Faye",2022 Chalybeate Road,,Smiths Grove,KY,42171,42171,37.131492,-86.234064,80,INFANT TO SCHOOL_AGE,742
EDMONSON,Edmonson Learning Academy,"Edmonson Learning Academy, LLC","Tennison, Katie Elizabeth",210 South Main Street,Ste. 200,Brownsville,KY,42210,42210,37.183599,-86.252518,40,TWO_TO_SCHOOL,743
ELLIOTT,Lakeside Head Start,"Northeast Kentucky Community Action Agency, Inc.","Hammond, Alyce Faye",Junction Of Rt. 7 And 32,,Sandy Hook,KY,41171,41171,38.049831,-83.226115,18,TWO_TO_SCHOOL,744
ELLIOTT,Sandy Hook Head Start,"Northeast Kentucky Community Action Agency, Inc.","Hammond, Alyce Faye",349 South Kentucky 7,,Sandy Hook,KY,41171,41171,38.083401,-83.130955,36,TWO_TO_SCHOOL,745
ELLIOTT,Sarah's Place Child Development Center,"Sarah's Place Women's Resource Center, Inc.","Craig, Melissa Hitch",3076 South Highway Route 7,,Sandy Hook,KY,41171,41171,38.135481,-83.085436,44,INFANT TO SCHOOL_AGE,746
ESTILL,"Playtime Daycare, Inc.","Playtime Daycare, Inc.","Clark, Yvette",67 River Drive,,Irvine,KY,40336,40336,37.696743,-83.97012,70,INFANT TO SCHOOL_AGE,747
ESTILL,South Irvine Early Learning Center,Estill County Board Of Education,"Riddell, Melissa Marie",1000 South Irvine Drive,,Irvine,KY,40336,40336,37.682729,-83.9779,40,INFANT TO TWO_TO_SCHOOL,748
FAYETTE,Central Baptist Church Child Care Center,"Central Baptist Church Of Lexington, Kentucky","Newman, Kim Ann",110 Wilson Downing Road,,Lexington,KY,40517,40517,37.98602,-84.52524,104,INFANT TO SCHOOL_AGE,749
FAYETTE,Child Development Center of the Bluegrass,"Child Development Centers Of The Bluegrass, Inc.","Tipton, Erica",290 Alumni Drive,,Lexington,KY,40503,40503,37.992992,-84.460533,206,INFANT TO SCHOOL_AGE,750
FAYETTE,Family Care Center,Lexington Fayette Urban County Government,"Gipson, Kimberley ",1135 Harry Sykes Way,,Lexington,KY,40504,40504,38.046019,-84.524536,300,INFANT TO SCHOOL_AGE,751
FAYETTE,High Street Neighborhood Center,"High Street Neighborhood Center, Inc.","Schlansky, Whitney Blair",228 South Limestone Street,,Lexington,KY,40508,40508,38.04457,-84.49961,60,TODDLER TO TWO_TO_SCHOOL,752
FAYETTE,Lafayette Christian Church Child Care,Lafayette Christian Church,"McKenzie, Angie Curtis",1836 & 1824 Clays Mill Road,,Lexington,KY,40503,40503,38.026407,-84.530729,115,INFANT TO SCHOOL_AGE,753
FAYETTE,Marino's Day Care Center,Marian Berry,"Berry, Marian Jones",130 West Fifth Street,,Lexington,KY,40508,40508,38.052933,-84.48903,28,TODDLER TO SCHOOL_AGE,754
FAYETTE,Kinder Care Learning Center #419,Kindercare Learning Centers Llc,"Kennedy, Pamela Dawn",628 Wellington Way,,Lexington,KY,40503,40503,38.002045,-84.54714,110,INFANT TO SCHOOL_AGE,755
FAYETTE,Pepperhill Day School,"Pepperhill, Inc.","Stephens, Barbara Walker",2104 Eastway Drive,,Lexington,KY,40503,40503,38.01504,-84.52435,80,TWO_TO_SCHOOL TO SCHOOL_AGE,756
FAYETTE,Early Childhood Laboratory,University Of Kentucky College Of Education,"Mano, Charlotte Gish",621 South Limestone Street,,Lexington,KY,40506,40506,38.042325,-84.502725,104,INFANT TO TWO_TO_SCHOOL,757
FAYETTE,The Salvation Army Early Learning Center,THE SALVATION ARMY (NEW YORK),"Mills, Patricia Ann",736 West Main Street,,Lexington,KY,40508,40508,38.053642,-84.50517,57,INFANT TO TWO_TO_SCHOOL,758
FAYETTE,Kids N Kapers Daycare Center,"Kids-n-kapers Daycare Center, Llc","Marcum, Ester Elizabeth",1896 Courtland Drive,,Lexington,KY,40505,40505,38.05517,-84.442856,40,TODDLER TO SCHOOL_AGE,759
FAYETTE,Park Early Childhood Center,"Park Early Childhood Center, Inc.","Combs, Janice Marie",645 East High Street,,Lexington,KY,40502,40502,38.0331,-84.491035,127,INFANT TO SCHOOL_AGE,760
FAYETTE,Educare Learning Center,"Educare Learning Center Of Lexington, Inc.","Jones, Deborah Lynn",2832 Snow Road,,Lexington,KY,40517,40517,37.99344,-84.45781,80,INFANT TO SCHOOL_AGE,761
FAYETTE,Tots-N-Toddlers Day Care Center,Marian Williams Dunn,"Dunn, Marian Williams",445 Asbury Lane,,Lexington,KY,40511,40511,38.078003,-84.47601,40,TODDLER TO SCHOOL_AGE,762
FAYETTE,Creative Beginnings Child Development Center,"Kentucky Easter Seal Society, Inc.","Hampton, Melissa Dawn",2050 Versailles Road,,Lexington,KY,40504,40504,38.047623,-84.54209,99,INFANT TO SCHOOL_AGE,763
FAYETTE,Educare After School Adventure Club,"Educare Learning Center Of Lexington, Inc.","Jones, Deborah Lynn",560 Eureka Springs Drive,,Lexington,KY,40517,40517,37.997616,-84.45738,90,INFANT TO SCHOOL_AGE,764
FAYETTE,Faith Lutheran Learning Center,"Faith Evangelical Lutheran Church Of Lexington, Kentucky, Inc.","Heersche, Charlotta Christine",1000 Tates Creek Road,,Lexington,KY,40502,40502,38.026394,-84.49078,65,TWO_TO_SCHOOL TO SCHOOL_AGE,765
FAYETTE,Whalen's Hobbyland Day Care Home,"Whalen's Hobbyland Day Care Home, Inc.","Whalen, Pauline",413 Bryanwood Parkway,,Lexington,KY,40505,40505,38.062157,-84.45477,10,INFANT TO TWO_TO_SCHOOL,766
FAYETTE,Hallis School,"Hallis School, Inc.","Ritchie, Tammy",915 Murray Drive,Suites 342 - 354,Lexington,KY,40505,40505,38.04369,-84.45663,280,INFANT TO SCHOOL_AGE,767
FAYETTE,Trinity Hill Child Care Center,"Trinity Hill Child Care Center, Inc.","Mangione, Mary Lynn",210 E. Reynolds Rd.,,Lexington,KY,40517,40517,37.989597,-84.518875,120,INFANT TO SCHOOL_AGE,768
FAYETTE,Kinder Care Learning Center #963,Kindercare Learning Centers Llc,"Alasound, Bridgette Marie",3199 Custer Drive,,Lexington,KY,40517,40517,37.98783,-84.45979,157,INFANT TO SCHOOL_AGE,769
FAYETTE,Kinder Care Learning Center #936,Kindercare Learning Centers Llc,"Countz, Megan Teresa",2611 Wilhite Drive,,Lexington,KY,40503,40503,37.998993,-84.51699,99,INFANT TO SCHOOL_AGE,770
FAYETTE,Crestwood Christian Church Childcare Center,"Crestwood Christian Church Of Lexington, Kentucky, Inc.","Mayes, Michelle LeeAnn",1882 Bellefonte Drive,,Lexington,KY,40503,40503,38.011444,-84.50267,138,INFANT TO SCHOOL_AGE,771
FAYETTE,One Parent Family Facility,One Parent Family Facility Corporation,"Simic, Mirsada",1156 Horsemans Lane,,Lexington,KY,40504,40504,38.042778,-84.52696,134,INFANT TO TWO_TO_SCHOOL,772
FAYETTE,Kiddie Kollege Day Care Center,Charlotte Ann Holman,"Holman, Charlotte Ann",1864 Russell Cave Road,,Lexington,KY,40505,40505,38.085655,-84.46778,12,TODDLER TO SCHOOL_AGE,773
FAYETTE,Christ The King Preschool and After School Program,Roman Catholic Diocese ,"Cupolo, Tracy Michelle",412 Cochran Road,,Lexington,KY,40502,40502,38.023262,-84.48722,99,TODDLER TO SCHOOL_AGE,774
FAYETTE,Growing Together Preschool,"Growing Together Preschool, Inc.","Bouchard, Cerise Elise ",599 Lima Drive,,Lexington,KY,40511,40511,38.07377,-84.509224,280,INFANT TO SCHOOL_AGE,775
