"dcid","permit_number","program_name","facility_type","program_type","address","borough","zipcode","phone","age_range","capacity","administer_medication","bin","bbl","community_board","council_district","census_tract","nta_code","latitude","longitude"
"DC21577","8320","BAM BAM'S PLAYHOUSE INFANT/TODDLER","GCC","INFANT TODDLER","714 BANNER AVENUE","BROOKLYN","11235","(718) 332-3974","0 YEARS - 2 YEARS","10","No","3196537","3072640045","313","48","036600","BK19","40.583365260231","-73.960816115196"
"DC21595","10257","THE GODDARD SCHOOL","GCC","PRESCHOOL","2495 BROADWAY","MANHATTAN","10025","(212) 712-2727","2 YEARS - 5 YEARS","73","No","1087656","1012400052","107","06","017900","MN12","40.792580899961","-73.973296615981"
"DC2161","6089","THE HUDSON GUILD","GCC","PRESCHOOL","459 WEST 26 STREET","MANHATTAN","10001","(212) 760-9830","2 YEARS - 5 YEARS","140","Yes","1083583","1007240001","104","03","009700","MN13","40.749373293982","-74.00225210472"
"DC21622","8389","HABITOT ES LLC","GCC","INFANT TODDLER","3480 THIRD AVENUE","BRONX","10456","(718) 484-8777","0 YEARS - 2 YEARS","39","No","2118328","2026097501","203","16","014500","BX01","40.830162466158","-73.906232198105"
"DC21623","8390","HABITOT ES LLC","GCC","PRESCHOOL","3480 THIRD AVENUE","BRONX","10456","(718) 484-8777","2 YEARS - 5 YEARS","83","Yes","2118328","2026097501","203","16","014500","BX01","40.830162466158","-73.906232198105"
"DC21635","8319","YOUNGERMUSIK","GCC","PRESCHOOL","5735 KINGS HIGHWAY","BROOKLYN","11203","(888) 396-8745","2 YEARS - 5 YEARS","26","No","3323100","3047050022","317","42","093600","BK96","40.651504716696","-73.923198824617"
"DC21637","45398","ST. JEMUEL GROUP FAMILY DAY CARE INC","GCC","PRESCHOOL","2836 WEBB AVENUE","BRONX","10468","(718) 601-9753","2 YEARS - 5 YEARS","58","No","2130753","2032500062","208","14","026702","BX28","40.872983937806","-73.900733295939"
"DC21648","13877","BAMBI CHILD CARE (PRESCHOOL)","GCC","PRESCHOOL","1218 PROSPECT AVENUE","BROOKLYN","11218","(718) 499-2299","2 YEARS - 5 YEARS","20","No","3398043","3052740009","307","39","050202","BK40","40.653345032495","-73.976210476374"
"DC21649","13878","BAMBI CHILD CARE 2 INC","GCC","INFANT TODDLER","1218 PROSPECT AVENUE","BROOKLYN","11218","(718) 499-2299","0 YEARS - 2 YEARS","8","No","3398043","3052740009","307","39","050202","BK40","40.653345032495","-73.976210476374"
"DC21651","8281","THE EAST HARLEM BLOCK NURSERY, INC.","GCC","PRESCHOOL","1299 AMSTERDAM AVENUE","MANHATTAN","10027","(212) 666-6000","2 YEARS - 5 YEARS","68","No","1084095","1019640001","109","07","020901","MN09","40.811912819992","-73.957317759606"
"DC21654","14837","LACONIA DAYCARE CENTER & INFANT CARE INC.","GCC","INFANT TODDLER","3950 LACONIA AVENUE","BRONX","10466","(718) 547-0000","0 YEARS - 2 YEARS","28","No","2065948","2049030042","212","12","038600","BX03","40.883649387752","-73.849652845238"
"DC21671","8240","IRA'S BRIARWOOD DAY CARE & PRESCHOOL  INC.","GCC","INFANT TODDLER","139-76 85 DRIVE","QUEENS","11435","(718) 739-6500","0 YEARS - 2 YEARS","14","No","4440741","4097100037","408","24","021400","QN35","40.708935342837","-73.814336010211"
"DC21672","8239","IRA'S BRIARWOOD DAY CARE & PRESCHOOL INC.","GCC","PRESCHOOL","139-76 85 DRIVE","QUEENS","11435","(718) 739-6500","2 YEARS - 5 YEARS","79","No","4440741","4097100037","408","24","021400","QN35","40.708935342837","-73.814336010211"
"DC45269","106985","HIGH DEFINITION KIDS DAYCARE CENTER II CORP.","GCC","PRESCHOOL","623 LINDEN BOULEVARD","BROOKLYN","11203","(347) 365-9533","2 YEARS - 5 YEARS","8","No","3108416","3048650026","317","41","087200","BK91","40.653730123554","-73.935568610633"
"DC21692","8306","FRIENDS AND FAMILY DAY CARE","GCC","INFANT TODDLER","1677 LEXINGTON AVENUE","MANHATTAN","10029","(212) 534-7160","0 YEARS - 2 YEARS","58","No","1088165","1016330020","111","08","017200","MN33","40.79173994177","-73.946630021167"
"DC21693","8307","FRIENDS AND FAMILY DAY CARE","GCC","PRESCHOOL","1677 LEXINGTON AVENUE","MANHATTAN","10029","(212) 534-7160","2 YEARS - 5 YEARS","44","No","1088165","1016330020","111","08","017200","MN33","40.79173994177","-73.946630021167"
"DC45579","106968","Vivvi 16, LLC","GCC","INFANT TODDLER","337 2ND AVENUE","MANHATTAN","10003","(914) 643-6050","0 YEARS - 2 YEARS","28","No","1019603","1009000027","106","02","006400","MN21","40.735752464715","-73.982470385134"
"DC217","5965","YEARLING NURSERY SCHOOL","GCC","INFANT TODDLER","604 WEST 227 STREET","BRONX","10463","(718) 549-1606","0 YEARS - 2 YEARS","6","No","2083272","2057250763","208","11","029302","BX29","40.880299515818","-73.915581620919"
"DC2170","7148","FRANCIS GRACE DAY CARE INC","GCC","PRESCHOOL","130-20 MERRICK BOULEVARD","QUEENS","11434","(718) 977-1853","2 YEARS - 5 YEARS","23","No","4270448","4125410058","412","27","033401","QN08","40.68007409651","-73.762365687193"
"DC19580","8384","BEDROCK PRESCHOOL (P/S)","GCC","PRESCHOOL","3220 ARLINGTON AVENUE","BRONX","10463","(718) 884-0020","2 YEARS - 5 YEARS","133","No","2109355","2057887501","208","11","029700","BX29","40.884587070746","-73.912310444589"
"DC33669","103791","SUNSHINE LC OF MORRIS AVENUE LLC","GCC","PRESCHOOL","253 EAST 142 STREET","BRONX","10451","(718) 989-9807","2 YEARS - 5 YEARS","108","No","2127296","2023347501","201","08","005100","BX39","40.814808531847","-73.925144754776"
"DC41324","105786","WOODSIDE FRIENDS AT CLC","GCC","PRESCHOOL","3357 58TH ST","QUEENS","11377","(718) 205-1425","2 YEARS - 5 YEARS","48","No","4437084","4011820015","402","25","025700","QN63","40.752587803931","-73.903237800421"
"DC21749","8285","READY, SET, GROW!","GCC","INFANT TODDLER","136-16 31 ROAD","QUEENS","11354","(718) 888-7871","0 YEARS - 2 YEARS","8","No","4538066","4044097503","407","20","088901","QN22","40.769396248068","-73.831560935897"
"DC21750","8284","READY, SET, GROW! CHILD CARE CENTER, L.L.C","GCC","PRESCHOOL","136-16 31 ROAD","QUEENS","11354","(718) 888-7871","2 YEARS - 5 YEARS","73","No","4538066","4044097503","407","20","088901","QN22","40.769396248068","-73.831560935897"
"DC21769","8402","LITTLE HANDS AND FEET DAY CARE LLC","GCC","INFANT TODDLER","1270 BAY RIDGE PARKWAY","BROOKLYN","11228","(718) 680-5437","0 YEARS - 2 YEARS","35","No","3159952","3062217501","310","38","020000","BK30","40.620755666058","-74.008202120121"
"DC21774","8310","ALLCARE PROVIDER SERVICES, INC.","GCC","PRESCHOOL","100A ALDRICH STREET","BRONX","10475","(718) 618-0782","2 YEARS - 5 YEARS","74","No",,,,,,,,
"DC33668","103790","SUNSHINE LC OF MORRIS AVENUE LLC","GCC","INFANT TODDLER","253 EAST 142 STREET","BRONX","10451","(718) 989-9807","0 YEARS - 2 YEARS","47","No","2127296","2023347501","201","08","005100","BX39","40.814808531847","-73.925144754776"
"DC218","7507","YEARLING NURSERY SCHOOL, INC.","GCC","PRESCHOOL","604 WEST 227TH STREET","BRONX","10463","(718) 549-1606","2 YEARS - 5 YEARS","34","No","2083272","2057250763","208","11","029302","BX29","40.880299515818","-73.915581620919"
"DC21811","8302","PUERTO RICAN FAMILY INSTITUTE, INC.","GCC","PRESCHOOL","1423 PROSPECT AVENUE","BRONX","10459","(718) 991-5590","2 YEARS - 5 YEARS","180","No","2116987","2029620029","203","17","015100","BX35","40.832720485954","-73.896547522088"
"DC21814","N/A","YESHIVA KARLIN STOLIN","SBCC","PRESCHOOL","1801 55 STREET","BROOKLYN","11204","(718) 232-7800","3 YEARS - 5 YEARS","NO DATA","No","3130561","3054870001","312","44","047000","BK88","40.624688125474","-73.984055893298"
"DC21823","8344","CENTER OF EXCELLENCE SPRINGFIELD GARDENS, INC.","GCC","PRESCHOOL","127-08 MERRICK BLVD.","QUEENS","11434","(718) 276-8200","2 YEARS - 5 YEARS","132","No","4270315","4125280105","412","27","033401","QN08","40.681314622852","-73.764971601019"
"DC21824","8345","CENTER OF EXCELLENCE SPRINGFIELD GARDENS, INC.","GCC","INFANT TODDLER","127-08 MERRICK BLVD.","QUEENS","11434","(718) 276-8200","0 YEARS - 2 YEARS","28","No","4270315","4125280105","412","27","033401","QN08","40.681314622852","-73.764971601019"
"DC21845","8396","INFINITY EDUCATIONAL PROGRAMS INC.","GCC","PRESCHOOL","1972 EAST 34TH STREET","BROOKLYN","11234","(718) 336-1981","2 YEARS - 5 YEARS","89","No","3240023","3085000077","318","46","063600","BK45","40.609342998262","-73.933418275299"
"DC21848","51778","CHILDREN'S HARBOR MONTESSORI SCHOOL","GCC","PRESCHOOL","1000 RICHMOND TERRACE","STATEN ISLAND","10301","(718) 442-6112","2 YEARS - 5 YEARS","80","No","5000000","5000760200","501","49","009700","SI22","40.645068013138","-74.104753141961"
"DC21851","22557","FRENCH INSTITUTE ALLIANCE FRANCAISE","GCC","PRESCHOOL","22 EAST 60TH STREET","MANHATTAN","10022","(646) 388-6605","2 YEARS - 5 YEARS","30","No","1040761","1013740047","108","04","011401","MN40","40.764084226248","-73.970683657046"
"DC21871","8277","GRAND STREET SETTLEMENT, INC.","GCC","PRESCHOOL","80 PITT STREET","MANHATTAN","10002","(212) 674-1740","2 YEARS - 5 YEARS","16","No","1084357","1003380001","103","02","002201","MN28","40.718320452008","-73.982449735484"
"DC21878","13297","BUBBLE BEES DAYCARE, LLC.","GCC","INFANT TODDLER","76 LORRAINE STREET","BROOKLYN","11231","(718) 858-8111","0 YEARS - 2 YEARS","45","No","3338801","3005800016","306","38","005300","BK33","40.674377784633","-74.006885680104"
"DC21879","13318","BUBBLE BEES DAY CARE - PRESCHOOL","GCC","PRESCHOOL","76 LORRAINE STREET","BROOKLYN","11231","(718) 858-8111","2 YEARS - 5 YEARS","77","No","3338801","3005800016","306","38","005300","BK33","40.674377784633","-74.006885680104"
"DC21898","N/A","TALMUD TORAH D'RABINU YOEL","SBCC","PRESCHOOL","5411 FORT HAMILTON PARKWAY","BROOKLYN","11219","(718) 438-7822","3 YEARS - 5 YEARS","NO DATA","No","3139246","3056740006","312","44","021800","BK88","40.635857749142","-74.001390749943"
"DC21934","19318","KIDZ VILLAGE, LLC","GCC","PRESCHOOL","82-02 GRAND AVENUE","QUEENS","11373","(718) 639-5439","2 YEARS - 5 YEARS","58","No","4066039","4029030001","404","30","049900","QN29","40.732497952681","-73.884446572249"
"DC21940","23637","THE WILLIAMSBURG NURSERY SCHOOL","GCC","PRESCHOOL","54 SOUTH 2ND STREET","BROOKLYN","11249","(718) 782-4181","2 YEARS - 5 YEARS","62","No","3063062","3024150019","301","33","055100","BK73","40.714430078486","-73.965716763816"
"DC21952","8378","VICTORIA CHILDREN'S GROUP, INC.","GCC","PRESCHOOL","230 GRAND STREET","MANHATTAN","10013","(212) 625-9228","2 YEARS - 5 YEARS","54","Yes","1006953","1004700064","102","01","004100","MN24","40.718618131368","-73.995248961592"
"DC2198","5219","SOUTH JAMAICA CENTER FOR CHILDREN & PARENTS, INC.","GCC","PRESCHOOL","114-02 GUY R BREWER BOULEVARD","QUEENS","11434","(718) 526-2500","2 YEARS - 5 YEARS","57","No","4264631","4122000052","412","28","027600","QN76","40.688606766827","-73.785592909316"
"DC21986","85077","GIFTED & TALENTED EARLY DEVELOPERS","GCC","PRESCHOOL","1621 CHURCH AVENUE","BROOKLYN","11226","(718) 693-3699","2 YEARS - 5 YEARS","47","No","3116477","3050770032","314","40","050600","BK42","40.648826881367","-73.964637065724"
"DC21987","11919","KINDERCARE EDUCATION, LLC.","GCC","INFANT TODDLER","90 PARK AVENUE","MANHATTAN","10016","(212) 661-1021","0 YEARS - 2 YEARS","36","No","1017595","1008690034","106","04","008200","MN20","40.750496721488","-73.978864505394"
"DC22000","8401","BEIS CHAYA MUSHKA","GCC","INFANT TODDLER","1505 CARROLL STREET","BROOKLYN","11213","(718) 756-0770","0 YEARS - 2 YEARS","285","No","3037851","3014060044","309","35","033500","BK63","40.666464251842","-73.937549628229"
"DC22018","18777","SUPERIOR DAY CARE, INC.","GCC","PRESCHOOL","1741 BROADWAY","BROOKLYN","11207","(718) 975-4904","2 YEARS - 5 YEARS","67","No","3397023","3034440005","304","37","040300","BK78","40.683027638262","-73.910651158634"
"DC22029","9518","SUNSHINE DAY CARE","GCC","INFANT TODDLER","416 WILLIS AVENUE","BRONX","10454","(718) 989-9804","0 YEARS - 2 YEARS","44","No","2098220","2022890003","201","08","004300","BX39","40.813062134346","-73.919977080676"
"DC22031","60378","SUPERIOR DAY CARE, INC.","GCC","INFANT TODDLER","1741 BROADWAY","BROOKLYN","11207","(718) 975-4904","0 YEARS - 2 YEARS","20","No","3397023","3034440005","304","37","040300","BK78","40.683027638262","-73.910651158634"
"DC22039","8417","HONEYPOT DAYCARE CENTER , INC.","GCC","PRESCHOOL","140-22 BEECH AVENUE","QUEENS","11355","(718) 539-2388","2 YEARS - 5 YEARS","89","No","4537246","4051867504","407","20","085900","QN22","40.754622010772","-73.822989936881"
"DC22047","47618","CHILDREN'S CENTER OF JOHN JAY COLLEGE OF CRIMINAL JUSTICE, INC.","GCC","INFANT TODDLER","860 11TH AVENUE","MANHATTAN","10019","(212) 393-6438","0 YEARS - 2 YEARS","14","No","1027084","1010870005","104","06","014700","MN14","40.771199261384","-73.990739504582"
"DC22048","47619","CHILDREN'S CENTER OF JOHN JAY COLLEGE OF CRIMINAL JUSTICE, INC","GCC","PRESCHOOL","860 11TH AVENUE","MANHATTAN","10019","(212) 393-6438","2 YEARS - 5 YEARS","26","No","1027084","1010870005","104","06","014700","MN14","40.771199261384","-73.990739504582"
"DC22049","N/A","WORLD HARVEST DELIVERANCE CENTER","SBCC","PRESCHOOL","1521 CENTRAL AVENUE","QUEENS","11691","(718) 337-5054","3 YEARS - 5 YEARS","NO DATA","No","4298052","4155450026","414","31","103202","QN15","40.605653179226","-73.751370159757"
"DC22051","N/A","BETH JACOB OF BORO PARK","SBCC","PRESCHOOL","1371 46 STREET","BROOKLYN","11219","(718) 436-7300","3 YEARS - 5 YEARS","NO DATA","No","3136747","3056170043","312","44","023200","BK88","40.635838009344","-73.988931651377"
"DC22092","74358","WONDERLAND DAYCARE","GCC","PRESCHOOL","99-06 67 ROAD","QUEENS","11375","(718) 255-6262","2 YEARS - 5 YEARS","61","No","4075092","4031690002","406","29","071305","QN17","40.724031732948","-73.854332833345"
"DC22109","32577","LITTLE PICKLES","GCC","INFANT TODDLER","2169 CONEY ISLAND AVENUE","BROOKLYN","11223","(718) 676-1725","0 YEARS - 2 YEARS","10","No","3183875","3068170068","315","48","055600","BK25","40.604072212746","-73.961625002185"
"DC22115","24119","ALL SEASONS A & C DAY CARE, LLC","GCC","PRESCHOOL","700 ROSEWOOD STREET","BRONX","10467","(718) 231-7200","2 YEARS - 5 YEARS","44","No","2118206","2045960022","212","12","037400","BX44","40.87319960055","-73.866975001171"
"DC22120","105571","Congregation Yeshiva Merkaz Hatorah - Jewish Foundation School","GCC","PRESCHOOL","400 CASWELL AVENUE","STATEN ISLAND","10314","(718) 982-8745","2 YEARS - 5 YEARS","109","No","5090180","5015110200","501","50","025100","SI28","40.615112909483","-74.150258664098"
"DC2213","105288","IMAGINE EARLY LEARNING CENTER LLC","GCC","INFANT TODDLER","26 FEDERAL PLAZA","MANHATTAN","10007","(212) 264-4277","0 YEARS - 2 YEARS","34","No","1001674","1001560050","101","01","003100","MN24","40.716007857186","-74.004743636969"
"DC22133","26597","THE CHILDREN'S AID SOCIETY","GCC","PRESCHOOL","93 NAGLE AVENUE","MANHATTAN","10040","(212) 544-0221","2 YEARS - 5 YEARS","51","No","1064149","1021730001","112","10","028300","MN35","40.86040590356","-73.927934776093"
"DC22162","22037","BUMBLEBEES R-US INC.","GCC","PRESCHOOL","443 TARGEE STREET","STATEN ISLAND","10304","(718) 727-2724","2 YEARS - 5 YEARS","35","No","5016361","5006440009","501","49","002900","SI37","40.616132581468","-74.084738556153"
"DC22180","12617","LITTLE PRINCETON NURSERY AND DAY CARE CENTER LLC","GCC","PRESCHOOL","10023 SEAVIEW   AVENUE","BROOKLYN","11236","(718) 513-4416","2 YEARS - 5 YEARS","18","No","3343171","3083030001","318","46","102200","BK50","40.635456318825","-73.887144534831"
"DC45657","106988","FUN STUDIOS INC.","GCC","PRESCHOOL","1670 OCEAN AVENUE","BROOKLYN","11230","(347) 461-6015","2 YEARS - 5 YEARS","40","No","3180558","3067300089","314","44","076000","BK43","40.621548836374","-73.955617245606"
"DC2220","7087","IMAGINE EARLY LEARNING CENTERS, LLC","GCC","PRESCHOOL","60-62 EAST 97 STREET","MANHATTAN","10029","(212) 410-2077","2 YEARS - 5 YEARS","56","Yes","1051451","1016020044","111","08","016002","MN33","40.787559679159","-73.952888019361"
"DC22218","N/A","YESHIVA JESODE HATORAH","SBCC","PRESCHOOL","195 WILSON STREET","BROOKLYN","11211","(718) 302-7500","2 YEARS - 5 YEARS","NO DATA","No","3059927","3021780050","301","34","053500","BK72","40.706926795165","-73.960068726359"
"DC22224","13237","LITTLE PICKLES","GCC","PRESCHOOL","2169 CONEY ISLAND AVENUE","BROOKLYN","11223","(718) 676-1725","2 YEARS - 5 YEARS","17","No","3183875","3068170068","315","48","055600","BK25","40.604072212746","-73.961625002185"
"DC2224","5205","YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK","GCC","INFANT TODDLER","5 WEST 63 STREET","MANHATTAN","10023","(212) 912-2650","0 YEARS - 2 YEARS","28","No","1027468","1011160024","107","06","014900","MN14","40.770681958402","-73.980464658752"
"DC2226","6094","ALL MY CHILDREN DAY CARE AND NURSERY SCHOOL","GCC","PRESCHOOL","169-07 JEWEL AVENUE","QUEENS","11365","(718) 454-5600","2 YEARS - 5 YEARS","29","No","4149982","4069400029","408","24","122300","QN38","40.731492997784","-73.800287615601"
"DC22296","18897","CREATIVE ACADEMY","GCC","PRESCHOOL","228 BUSHWICK AVENUE","BROOKLYN","11206","(347) 689-2222","2 YEARS - 5 YEARS","27","No","3397517","3030547503","301","34","049300","BK78","40.707952773793","-73.939894765204"
"DC22315","8397","YELED V' YALDA EARLY CHILDHOOD CENTER, INC.","GCC","INFANT TODDLER","1257-1263 38TH ST.","BROOKLYN","11218","(718) 514-8601","0 YEARS - 2 YEARS","56","No","3394062","3052950047","312","39","022600","BK88","40.64178571353","-73.986693011387"
"DC22322","26838","YELED V'YALDA EARLY CHILDHOOD CENTER, INC.","GCC","PRESCHOOL","1200 OCEAN PARKWAY","BROOKLYN","11230","(718) 514-8928","2 YEARS - 5 YEARS","52","No","3256733","3054951000","312","44","044800","BK46","40.619557945929","-73.969609116274"
"DC22324","28638","BAIS FRIEDA CHILD CARE","GCC","PRESCHOOL","1326 EAST 10TH STREET","BROOKLYN","11230","(718) 975-2644","2 YEARS - 5 YEARS","54","No","3173091","3065720017","312","44","045400","BK46","40.616663524955","-73.964668578329"
"DC22339","25257","CONCERNED PARENTS OF JAMAICA EARLY LEARNING CENTER","GCC","PRESCHOOL","143-04 101 AVENUE","QUEENS","11435","(718) 658-4091","2 YEARS - 5 YEARS","149","No","4214446","4100210001","412","27","020600","QN61","40.695017305502","-73.808110953448"
"DC2237","4448","YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK","GCC","PRESCHOOL","138-46 NORTHERN BOULEVARD","QUEENS","11354","(718) 551-9356","2 YEARS - 5 YEARS","75","No","4113292","4050100038","407","20","086500","QN22","40.764111499236","-73.827141332995"
"DC22372","29718","YELED V'YALDA EARLY CHILDHOOD CENTER, INC.","GCC","PRESCHOOL","712 BEDFORD AVENUE","BROOKLYN","11206","(718) 514-8926","2 YEARS - 5 YEARS","40","No","3392365","3022620024","301","33","053700","BK72","40.699539560095","-73.957144743329"
"DC22379","48297","BROOKLYN CHINESE-AMERICAN ASSOCIATION, INC.","GCC","PRESCHOOL","6409 20TH AVENUE","BROOKLYN","11204","(718) 331-8809","2 YEARS - 5 YEARS","72","No","3133622","3055490005","311","43","025400","BK28","40.616989178836","-73.985354443795"
"DC22387","12077","CHABAD LUBAVITCH OF BROOKLYN HEIGHTS","GCC","PRESCHOOL","117 REMSEN STREET","BROOKLYN","11201","(718) 596-4840","2 YEARS - 5 YEARS","60","No","3002073","3002490012","302","33","000502","BK09","40.693871207605","-73.993707309793"
"DC22388","11957","CHABAD LUBAVITCH OF BROOKLYN HEIGHTS","GCC","INFANT TODDLER","117 REMSEN STREET","BROOKLYN","11201","(718) 596-4840","0 YEARS - 2 YEARS","18","No","3002073","3002490012","302","33","000502","BK09","40.693871207605","-73.993707309793"
"DC22401","21317","KIDZ WORLD EARLY CHILDHOOD CENTER INC.","GCC","PRESCHOOL","217-21 MERRICK BLVD.","QUEENS","11413","(718) 276-7649","2 YEARS - 5 YEARS","118","No","4279204","4129560029","413","31","062600","QN66","40.679710521953","-73.751417474496"
"DC22424","12197","BAYBEE LOUNGE DAYCARE CORP.","GCC","INFANT TODDLER","2802-2808 FULTON STREET","BROOKLYN","11207","(718) 513-0179","0 YEARS - 2 YEARS","18","No","3397941","3039470022","305","37","119800","BK82","40.67808668881","-73.891192941919"
"DC22429","21237","KIDZ WORLD EARLY CHILDHOOD CENTER INC.","GCC","INFANT TODDLER","217-21 MERRICK BLVD.","QUEENS","11413","(718) 276-7649","0 YEARS - 2 YEARS","22","No","4279204","4129560029","413","31","062600","QN66","40.679710521953","-73.751417474496"
